201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:25:H:6-71:B;input;226;262
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:27:H:6-51:C;input;227;261
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:34:H:7-80:A;input;231;383
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:5:H:1-92:E;input;230;506
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:33:H:7-79:C;input;225;242
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:35:H:7-79:D;input;231;290
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:42:H:9-77:B;input;224;239
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:26:H:6-71:C;input;226;325
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:2:H:1-91:A;input;230;772
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:4:H:1-17:A;input;227;392
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:38:H:8-69:C;input;230;344
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:39:H:8-68:E;input;226;445
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:40:H:8-66:D;input;227;541
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:37:H:8-67:D;input;232;451
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:1:H:1-91:B;input;229;761
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:6:H:1-92:E;input;230;416
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:7:H:1-17:B;input;226;322
201801201802;3934.1D;5;2;1;1;2017139340322;1,52857E+12;click;questionario.html#;Q:8:H:1-17:A;input;221;659
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:15:H:3-17:E;input;222;533
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:16:H:3-17:B;input;226;655
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:13:H:3-17:E;input;229;533
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:14:H:3-17:C;input;225;464
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:20:H:4-21:B;input;229;361
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:23:H:5-72:E;input;230;556
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:24:H:5-73:C;input;225;248
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:28:H:6-51:E;input;228;274
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:29:H:6-51:C;input;227;264
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:30:H:6-51:B;input;225;217
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:31:H:6-52:D;input;223;267
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:32:H:6-52:E;input;229;314
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:36:H:7-79:D;input;223;584
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:41:H:9-77:D;input;231;270
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:43:H:9-77:C;input;232;246
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:44:H:9-77:E;input;228;272
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:17:H:4-21:B;input;225;442
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:18:H:4-21:A;input;228;344
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:19:H:4-21:E;input;231;373
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:21:H:5-70:A;input;225;676
201801201802;3934.1D;5;2;1;1;2017139340322;1,52858E+12;click;questionario.html#;Q:22:H:5-70:C;input;245;358
